ProductId,Price,guid,StartDate,EndDate,CreateDate,ModifiedDate
BG97VIEI29664579859946,30 588,2FAA83D4-815D-4673-AF41-D871BE1B1C2D,04-06-2021,07/08/2022,04/09/2020,12/19/2020
SE6486817253112581918341,6 351,879296F4-C68A-A412-8A1D-91C47BC9572A,09-20-2021,08/11/2022,11/19/2019,07/08/2020
GT49448457284435741435266127,10 247,6AD39750-4DA5-44E7-3CDF-6BF1B7CC4D86,02-07-2021,12/16/2022,04/10/2020,11/02/2020
MT61RIUY22012363021323467347744,492,824414A1-FD96-E6B2-CD9B-6AD402F15275,02-02-2021,12/11/2022,05/16/2020,07/28/2020
MT14LNDH29571226356823187493875,13 189,1B97E921-499E-3618-E56D-47E9F8DD9421,08-24-2021,05/10/2022,03/14/2020,10/13/2020
FO7955524667214606,11 169,47CED637-6A2D-821D-A5E2-CC1D5CAE88DC,10-28-2021,03/12/2022,04/02/2020,10/16/2020
AT625565268989564933,89 257,92D1F2C2-C1EA-7B1B-6345-E0C4FB9566BF,10-07-2021,11/25/2022,10/17/2019,12/21/2020
GT78804434582074816337332705,15 372,42818AAA-9FA1-2144-8EA3-68788029FAD6,12-09-2021,06/02/2022,05/10/2020,12/28/2020
IT669WOKHI34253286247718475,51 344,AD88BAC1-B7B1-9179-2ED9-C9C295C22D4A,07-02-2021,10/13/2022,03/27/2020,09/18/2020
PK3666882612559337685371,880,B32FBC38-A873-8258-8534-54CC6692D387,10-04-2021,01/08/2023,11/26/2019,11/23/2020
LV72PRHH4074937636728,60 045,92CDC995-7EEA-AD97-5B66-6BFBCCC47A31,04-20-2021,08/24/2022,10/21/2019,08/14/2020
SM4303321977826254577562642,67 505,ABBEA6CF-37D8-D7AA-187B-54D8DA580365,11-10-2021,08/25/2022,11/30/2019,12/15/2020
DE52521660522923344664,17 546,9E33547C-6B06-904F-ABCB-D02482E2D484,01-20-2022,08/24/2022,09/28/2019,10/15/2020
MT78BKKQ78376021246331271546672,16 880,B2C62105-5BD1-75FE-957D-BEF3C2C28722,05-05-2021,02/14/2022,02/25/2020,10/19/2020
MT70JQBS80633933822692282418107,15 936,EED4DC0E-CA93-E350-31D0-12CAC242E706,12-30-2021,05/11/2022,10/29/2019,10/05/2020
IE40JLDR21911021348064,44 709,AC1DDDB6-7C8A-6248-BDAA-16DDC9CD7D2C,12-05-2021,11/09/2022,03/31/2020,07/14/2020
AL64577823362873343132273202,31 809,A2E2436B-4B46-1E4D-1773-99B9E9AB5A16,11-10-2021,11/25/2022,04/08/2020,06/12/2020
LB73196767262559578871175077,85 166,2B259149-D956-BEE9-44BC-354D19649CF3,10-29-2021,10/14/2022,03/29/2020,11/01/2020
AT356889111603403817,4 061,57578EE2-7AD2-239A-72C1-EBD8B8A1A7BB,07-10-2021,02/07/2022,11/18/2019,08/08/2020
HR3441450597060489512,28 447,CBAEE3B4-0C32-1B22-6165-BD2D41E36A1B,12-04-2021,03/06/2022,03/15/2020,06/09/2020
MT71ERUC57161318920455745388235,82 703,78279C74-1E2A-4854-1806-79B1B88E91C1,11-18-2021,05/26/2022,05/28/2020,06/03/2020
TN2808458252674805383511,14 094,5774B3C6-1D96-B847-C7A2-AA9DA77ABE61,04-26-2021,09/03/2022,12/10/2019,06/25/2020
DE37362944392853042044,11 704,37BEA29C-E03A-CC74-DE30-E93A3C7ED5BD,07-20-2021,02/27/2022,02/28/2020,07/07/2020
MU5063837711277162162189113579,42 768,98B7A267-A198-7718-6219-59F366EB8848,07-09-2021,08/02/2022,11/13/2019,06/14/2020
DE48585423510433165972,63 523,88EBC079-941D-A272-719B-16CB40C4E356,08-15-2021,10/11/2022,03/20/2020,07/14/2020
SM5514884835727582311239574,24 425,9651B815-2EC8-F775-BE94-B3EA2731114A,04-25-2021,07/18/2022,11/01/2019,06/03/2020
IE11VGKO42140831855477,34 002,9B548965-54EE-9D5E-0D0F-C564DBB7DE89,06-19-2021,11/14/2022,02/12/2020,11/18/2020
RO88LUIP9845112551137017,89 542,7A793B1B-2D83-980B-9AEE-BB975E5A2222,08-12-2021,02/09/2022,09/18/2019,12/18/2020
MK34112244173504166,14 445,A6398D8D-58AD-1DE1-D198-E2DC2C346BF8,01-11-2022,07/01/2022,03/13/2020,11/08/2020
LV41OGFI9484877584583,51 625,331919B9-C2D1-5356-62D0-9ED9DBE8BA74,02-08-2021,10/21/2022,04/03/2020,10/19/2020
GB95CWEM86642744461613,12 904,1BAC8653-55E9-622B-0FCA-3A28CC8890AD,06-23-2021,11/02/2022,10/07/2019,09/17/2020
MD1829032654733836867342,76 342,52D57811-5AED-4D84-2773-7828EF2734E3,04-21-2021,01/05/2023,12/21/2019,06/15/2020
HU09519245817691683461745525,38 154,F4EC7D4A-DD4D-1951-124D-C0E26E3D26B4,02-10-2021,09/17/2022,12/01/2019,07/20/2020
NL21JFFW8543745930,49 220,7A571491-A260-FCF9-8A47-C83D9699B471,09-24-2021,04/09/2022,11/01/2019,09/18/2020
AD8126565632762244852966,88 538,82E692D7-678A-5B81-4E5A-86830EEC234C,11-19-2021,09/05/2022,03/14/2020,12/03/2020
SE0875977021969583614624,46 237,338B3628-F961-7186-C5A8-F53D48945422,03-09-2021,04/24/2022,12/04/2019,06/01/2020
NL69TCSB2039262641,52 468,DE54ADA0-847B-B16C-3A5D-D8486DB5A7A0,07-17-2021,05/05/2022,10/24/2019,08/25/2020
TN0479453684337308393445,21 243,44EADC00-9397-C963-6836-EB66B54662DE,01-02-2022,07/29/2022,05/22/2020,12/14/2020
TN8150827702781533319267,75 285,470FCCFC-7473-19C5-AE8B-96BD1C368E3A,04-29-2021,04/24/2022,04/26/2020,09/03/2020
KZ579660662772069492,39 938,00EA9C2E-98E2-E68D-589C-ED5735C2783A,12-28-2021,03/16/2022,04/21/2020,09/20/2020
DO34403814683172380326157683,86 200,DE123AA9-C23D-1644-1667-4C4A643E2534,07-27-2021,12/18/2022,01/25/2020,06/10/2020
SE8245445885255801173645,44 837,52BAEFCF-3ADE-4427-FFD0-1C47D359BEB5,03-15-2021,02/21/2022,04/22/2020,10/02/2020
ME41415136175498363406,71 535,83E4F76E-1B6B-3D2B-1B3B-A96667E2171C,12-12-2021,10/23/2022,01/07/2020,08/28/2020
DK8523953269633681,59 313,91D5FB0C-7833-9952-35C1-5BDD43A24BB4,02-10-2021,04/22/2022,11/05/2019,11/07/2020
FO8387960168039117,67 417,AEEF9B28-8698-261B-FED3-0562455E7DEF,05-23-2021,07/23/2022,02/06/2020,12/16/2020
SK8352965782751475131236,21 430,C60BD765-B1E4-2D20-9AA1-A467D6482349,01-21-2022,11/13/2022,11/01/2019,10/23/2020
DO69834474822357438766414462,42 772,FAFDFB9C-6C18-C470-21B8-187E866D9C2B,09-21-2021,06/10/2022,02/23/2020,11/29/2020
IS897516234726610761174743,18 037,7AB526A6-F0D1-F8AD-2E3D-9F1A7FF347BA,09-29-2021,07/30/2022,03/07/2020,12/08/2020
BA434737211562791726,51 771,C9BEE4C2-AE7D-D122-72DD-07B3694C01ED,12-06-2021,12/10/2022,01/17/2020,08/03/2020
BH65800484301604752336,61 139,2DF6AEA3-579D-2BAE-5915-687A1276E808,10-23-2021,02/06/2022,01/23/2020,12/12/2020
SE9150577535534770902479,15 956,8B98CDF8-A16A-9597-8456-4BAC123C2CD5,01-21-2022,04/30/2022,05/04/2020,07/31/2020
AE681579382303452723486,70 839,041CB83C-7A3F-8ECE-A873-B27A975EF44C,09-08-2021,03/31/2022,10/11/2019,09/17/2020
DE45845321941626512332,90 445,BD114AA5-4AFE-F7A6-4646-C4E07A936DA8,06-10-2021,08/19/2022,05/12/2020,07/02/2020
GL7687023172002511,36 973,4D7660FE-4AC2-F5DD-047F-16E1A1EE042D,07-20-2021,09/07/2022,01/12/2020,08/04/2020
GB51UGEM86562495151276,74 546,D62F4639-DFB3-9399-2DF1-48E93ED1B1A6,08-28-2021,05/13/2022,11/25/2019,06/03/2020
LT955666888836136068,61 074,A91B7122-62EC-9138-C757-A164D1424A21,03-11-2021,03/21/2022,09/14/2019,11/29/2020
ES4230282375653667499863,51 647,61A83F59-5204-236C-595A-F443EA30D38E,06-21-2021,09/02/2022,04/04/2020,07/24/2020
AD6786344533791461537186,87 069,B9AC1D19-79A6-12A2-9A05-125A29EE558E,03-15-2021,12/24/2022,12/06/2019,12/09/2020
DK2750415616232861,51 684,D7C34202-4F2C-8271-9F67-4E949FD3B834,08-08-2021,02/03/2022,12/24/2019,12/01/2020
AL87678477183485327783437378,90 462,B96F28A9-0BB9-E6EA-4CDA-9877E2A67CD9,12-17-2021,03/08/2022,09/04/2019,09/04/2020
FO9648267544257652,54 224,0D4819AB-CC7F-3417-33CB-531C9F688434,11-01-2021,03/17/2022,11/05/2019,12/10/2020
MR8767838625411527107538723,15 700,FB2F3D9F-EE4F-1E25-6255-728C7C4DA47B,04-25-2021,03/27/2022,02/24/2020,08/27/2020
RS55427141940171313450,89 656,2D7E7685-8A19-B8AA-4B03-08AAAE3451C5,05-04-2021,02/28/2022,11/26/2019,06/26/2020
AZ82573164113831798517236355,822,498AA844-210B-58D8-D6BF-38204EF84E33,07-14-2021,10/08/2022,11/16/2019,10/23/2020
VG3922762831147386813370,49 109,6E1A3178-8057-0EAA-08FD-CE248E375719,11-02-2021,02/24/2022,02/15/2020,07/11/2020
PT41153759747136659828383,72 540,1526E2E2-131B-2A6E-8436-1990ADDCC4EB,05-23-2021,04/16/2022,01/06/2020,06/10/2020
AE342689374553739455375,21 005,47F6BD1C-265B-A585-5A72-242B433C78A9,07-06-2021,07/20/2022,02/15/2020,12/18/2020
SM6282776411551533524628578,79 661,7373A829-3634-E717-65AE-A90224864596,06-04-2021,03/19/2022,10/05/2019,11/21/2020
CH4948301274446716731,84 909,57C24510-1D1E-5785-1ABE-16DF19C26670,06-23-2021,11/01/2022,12/31/2019,06/15/2020
AZ25561352152376284050657528,52 059,404CA2A2-DE14-7161-8D8E-D1B8C5211EAA,09-05-2021,03/23/2022,10/09/2019,08/13/2020
RO04OWUP2283045418813373,3 041,7BEA3875-CD92-5C2B-3A78-49E9D7DDC318,01-24-2021,11/30/2022,04/19/2020,07/12/2020
MU1937715446528481925334683111,78 526,39D2D6B7-4E83-651A-7674-52C9778CBD3D,01-26-2021,04/20/2022,10/14/2019,10/27/2020
IT156ABMKI28354085260709419,14 140,06583AC8-77CC-41DE-9E68-485F4908D066,03-04-2021,03/20/2022,03/08/2020,11/27/2020
BE19177241231769,53 899,2C52C63F-9021-D3C8-D074-C448A915537D,03-31-2021,11/08/2022,12/29/2019,12/10/2020
PT73818416242750553774027,49 677,8132ADBB-6DA1-78C6-B05B-EA318B17B3BE,09-23-2021,02/16/2022,05/23/2020,08/15/2020
BG48EFEF22415003143552,42 336,47A91C4A-CE66-6912-B611-AA691354115B,03-12-2021,03/21/2022,02/22/2020,11/01/2020
FO3747749468288757,75 001,F734C6FB-4288-CA10-8C98-08E40451E6D9,02-21-2021,06/24/2022,11/18/2019,06/30/2020
LU697176763385554358,25 220,4628E514-E5EA-BCE7-77B7-6055648D12ED,05-29-2021,10/26/2022,10/29/2019,09/24/2020
CR6987112527098239805,12 059,396A3A85-4AD3-5974-C5A9-D2617CD8BAFA,01-31-2022,08/01/2022,12/25/2019,11/30/2020
CZ1278347741263471252553,64 913,62758B96-FD8B-A769-57BE-8C26C76F9498,06-08-2021,01/03/2023,09/05/2019,10/11/2020
BG15YQKO69347283786361,88 086,6DC4A64A-13D8-F98C-8EE3-C914443E345C,02-08-2021,04/09/2022,12/28/2019,10/14/2020
MD6852383867320847188312,38 229,5473C117-2A55-5823-9354-37A3024DABBC,04-15-2021,09/04/2022,10/28/2019,10/01/2020
LV54JKHM1668671646888,59 991,54A9341D-FBD6-DDDA-9BAE-537B9E69EC80,10-31-2021,03/31/2022,03/08/2020,11/13/2020
FR1916566882334581071882806,35 166,EAA06628-BF91-763A-2F39-B6F918833AE3,10-12-2021,09/02/2022,04/26/2020,07/19/2020
AT557582877840436274,47 286,689E02AC-E549-41CC-8998-DC291B155597,06-23-2021,06/30/2022,10/01/2019,12/16/2020
CZ7993439700623364517543,93 558,B16C496C-DB80-C4AA-9B55-E6532458885F,11-26-2021,05/06/2022,03/02/2020,11/07/2020
ES1925793550183168354579,21 594,5A27BD3A-70B5-1E3E-3897-DD167833669D,01-02-2022,03/12/2022,11/21/2019,07/21/2020
GB97RMHJ82833561429825,83 160,26D53233-F0E9-5934-2E7C-536CA59BA604,10-24-2021,09/25/2022,03/22/2020,07/16/2020
VG8266587794246838655783,83 430,7ED751B2-C18C-F2DA-7B9A-A5BA55254843,12-21-2021,07/14/2022,03/27/2020,07/21/2020
ME61321216169424783451,32 011,D244C1E4-254C-2AB3-CD56-052FC6EA3576,08-12-2021,11/12/2022,09/16/2019,06/25/2020
PK6029411967519907657762,81 773,A8724833-E491-00FE-D9A7-39512A2E91A5,01-12-2022,12/09/2022,03/04/2020,11/25/2020
KW3058626867389056449514701615,34 233,B451E32B-637B-FAC1-357D-96A55F1D5173,04-09-2021,07/19/2022,02/25/2020,11/06/2020
GE88767006682746465961,12 642,93D66EDC-B36C-B03C-A514-341CBFE4AE19,10-07-2021,11/14/2022,01/03/2020,11/28/2020
LI0224604270151888285,88 758,2EA5323D-BDC3-2019-D6C7-EF73D9E6E426,06-08-2021,09/07/2022,02/08/2020,07/28/2020
DK4528782055516248,26 395,89A4E53C-45D3-7ED7-86AD-089398D106DE,08-24-2021,05/19/2022,01/15/2020,06/08/2020
SE0641182487356164121153,31 833,A895A513-3DB1-719D-B835-D0192C2EFDFC,09-23-2021,06/24/2022,04/11/2020,08/24/2020
ES6018918658233360625615,21 915,B571DF61-3703-76AA-1484-6B65E2584424,09-28-2021,12/23/2022,11/07/2019,10/28/2020
CZ0307982478848224068010,55 825,94BA6C94-7245-D24B-0219-B62F2CA522DC,03-29-2021,12/17/2022,12/18/2019,07/01/2020
SK9867312624663537153102,57 111,9308AFF8-10C2-E6AB-8B52-3BECD7C305B9,10-10-2021,10/06/2022,12/31/2019,10/30/2020
TN8783450569055588618340,3 837,C2487D94-A6B9-6833-21F9-AD73091F542D,06-22-2021,01/06/2023,05/11/2020,12/24/2020
RO93BMVY7627737811431397,38 665,9C63E116-D3D9-8A80-3671-C6AC34FCA427,01-03-2022,03/07/2022,12/09/2019,10/24/2020
SE0461383742809370677856,32 572,8DCF294B-3D4E-AEB4-D2D9-3A0D18AC5802,05-22-2021,04/23/2022,02/04/2020,09/23/2020
GE84467077804567623526,42 539,C417372D-5276-31EC-F272-98B6C17E3C57,10-03-2021,12/16/2022,03/20/2020,10/25/2020
GR2136934834066412965135673,47 813,238DA505-17DA-C32E-C907-66AA76272716,08-07-2021,02/07/2022,04/06/2020,06/09/2020
IE26UOEH71216257221628,12 041,E761C1A2-B011-09C1-C77B-C48C3C81D296,12-14-2021,07/31/2022,12/26/2019,11/24/2020
IE73YLWH41473285231241,33 650,A7EA6B64-0229-530B-E93E-D16F36C67242,07-22-2021,01/11/2023,11/09/2019,10/22/2020
IE56XSMO64071816820351,99 089,5925A319-540D-5378-DDA2-426721AD76A1,08-04-2021,06/30/2022,12/27/2019,09/09/2020
GE75807681635026591266,14 556,D2CDD04C-59E6-FC27-2633-CB5C309185A7,03-06-2021,09/07/2022,12/02/2019,09/12/2020
TR341763443553582865326645,14 359,AC89B84D-5398-2FEE-9B3D-43A9234D73F8,07-19-2021,10/04/2022,09/12/2019,10/19/2020
CZ8343949528942123053152,16 606,4BE5A450-96AE-4D93-E249-BA5A8EC3293C,01-14-2021,03/22/2022,10/07/2019,11/27/2020
BG22GWKK84201137574320,88 400,149AA3FE-CA8F-1B35-BC47-CC3523C2E1C2,12-01-2021,11/11/2022,12/06/2019,06/22/2020
TR290510119578367297815474,33 239,99527AD4-4797-6246-0D88-78C52E0F1447,03-05-2021,06/10/2022,04/23/2020,09/14/2020
BH13782243877334875185,7 062,55B772C6-3D1A-F5BB-7E62-305681E8E655,05-09-2021,05/15/2022,10/10/2019,11/22/2020
BG29BUCM66538596737446,94 180,D231D6AB-1877-979E-4DAD-7F108A93AF5E,11-24-2021,04/04/2022,01/19/2020,07/19/2020
AT588322123532332486,18 424,F1858D1B-842E-1BAA-137D-B1FDB7837D33,12-08-2021,08/27/2022,11/09/2019,08/10/2020
AZ66251839955608433806129535,42 860,8D387C28-9C78-2E65-93E6-7296AF9E5B13,01-21-2022,08/02/2022,05/16/2020,10/31/2020
DE35320072298618375113,97 180,4CE3F435-3A34-06B1-8B37-ACA52B85B9AA,12-05-2021,09/05/2022,01/15/2020,10/18/2020
AD9637955327556276294218,62 932,24B285B4-8C93-47C5-27CC-913223EA2575,01-03-2022,07/02/2022,11/21/2019,08/24/2020
EE874617766473853388,58 661,E313A241-6C86-5DF1-FB66-2F51944DDE32,09-30-2021,02/21/2022,11/03/2019,06/28/2020
IS159810930468868364458187,23 192,8C8B841C-6685-FE5C-25AC-2645787B10A7,01-16-2021,03/22/2022,04/06/2020,10/09/2020
BA526313748897123346,57 386,5B1258AC-58D4-77DE-45B4-6DC9399682B3,08-03-2021,10/23/2022,09/03/2019,06/12/2020
EE764537114478243784,84 886,453A5BA1-BD24-2E64-6BC0-3008557B1C8C,07-15-2021,11/16/2022,11/04/2019,10/17/2020
NO4048673176524,54 504,31B103A8-1DD2-CE65-C828-6D3548F5B9F5,05-19-2021,12/23/2022,02/07/2020,12/17/2020
BA897112482666633257,11 921,E7DE6C54-1E6B-942A-0A29-B17D15188A80,05-18-2021,03/03/2022,04/06/2020,10/22/2020
BG19NXHM02515986744660,37 396,3544E309-3552-E60A-DA77-981AA388D209,02-28-2021,06/27/2022,10/22/2019,10/13/2020
GT21779318422629898038716416,17 570,B9B4AF1D-0BF9-5A93-6CF1-69DE3839957B,08-18-2021,10/24/2022,05/02/2020,06/14/2020
GB34HKKL33376821153677,19 598,C8A7CAA7-797C-0699-B716-2273437E6857,10-31-2021,07/03/2022,12/07/2019,09/27/2020
CH9221654271125692577,77 430,D493E428-A426-3ED1-A9DD-6FB7654F11E7,05-16-2021,02/24/2022,12/14/2019,11/17/2020
IS321866011672774381236549,74 440,18368144-3BFA-54E5-222C-B1E46625BDA1,07-26-2021,11/07/2022,10/13/2019,07/26/2020
KZ988273575233825206,82 536,4AA349A5-2593-B8E6-98BC-1589A852C085,08-13-2021,06/30/2022,04/07/2020,07/12/2020
SA6496699884908860442834,48 248,DB41D349-9EA8-4719-261C-16A8A35C47C8,03-10-2021,08/10/2022,11/11/2019,08/13/2020
GE48235267846083620264,35 058,62CC3342-4F78-05D4-3BB3-5A7A38AFE11E,03-30-2021,11/16/2022,10/08/2019,10/08/2020
GE89665341318324825298,12 828,72A5E7C2-9419-C81D-1BCA-AC2D7748560E,11-18-2021,08/12/2022,03/02/2020,06/29/2020
NL66HWBW6364263668,54 544,1B83A4EB-E8C2-361D-B785-B4E6EC2EEDB3,04-09-2021,12/18/2022,05/26/2020,10/13/2020
MK66426527465951116,5 981,D628AD69-58D6-D5D9-67FB-F7D7E1D964B3,09-02-2021,07/21/2022,12/28/2019,06/15/2020
MR7950712811581581745486595,37 077,A12A6537-5FA1-335C-96BB-3B4DA97D5D76,01-06-2022,12/11/2022,05/05/2020,11/18/2020
IE83ATJF34856957128186,57 170,E3198E1C-FC6E-26DC-2D23-AA3D6681573E,03-18-2021,12/28/2022,03/02/2020,11/19/2020
SE5654251051436262422164,69 736,8A6C16F6-878D-C295-955E-D8544322A79F,12-16-2021,06/13/2022,03/02/2020,06/15/2020
ME88272122366268840152,19 186,A5A0D843-8CB4-3D65-E6BF-5E01B399F8FE,09-15-2021,05/23/2022,12/22/2019,10/10/2020
ES0364579174832632115827,29 042,AEF8A4BC-CD31-24D1-AAA7-922DC5E3F309,07-15-2021,10/21/2022,12/11/2019,10/12/2020
MR8381484864212937129544451,61 553,D4341EB8-67E3-46C7-B7EC-9A3EDB897C52,12-30-2021,09/19/2022,05/31/2020,07/02/2020
AD9212023053558507136524,34 473,D2424A88-F410-4DB8-019E-46B2DEAFCAE8,02-05-2021,03/29/2022,04/02/2020,09/15/2020
IL255552131824470369856,64 232,363BD91B-4EFE-241E-2938-93A3C91BE864,05-01-2021,03/15/2022,09/06/2019,10/02/2020
GT52328722222878296118575268,6 226,70136A13-7B2E-B1D7-8258-8BEA6177B45B,12-25-2021,11/24/2022,03/01/2020,08/18/2020
BH41723605473384668310,1 261,C5D3ED6C-D6B4-D577-9E41-1B8791B7B9CC,04-22-2021,09/11/2022,03/18/2020,06/17/2020
BH65767428394662599118,34 349,BB431AB0-1448-83C9-7C69-1AEB973BFC6D,06-04-2021,06/09/2022,02/20/2020,07/10/2020
PL02877264425111438817368476,86 545,6765CF83-E8C8-5B97-7EE5-F6A8200AD975,09-28-2021,03/15/2022,11/11/2019,08/06/2020
AL16078157761611407354448584,72 951,A33281B8-1BC6-2EFD-8CBB-738CD21BEC76,04-05-2021,09/30/2022,11/19/2019,07/18/2020
NO3142925166109,24 834,2CAB5911-3943-80A2-3E8E-2E7329224922,03-23-2021,10/26/2022,09/23/2019,10/11/2020
BE72000769201819,27 880,A94C68D3-986B-41A3-71E6-CDF7C9B8B08A,02-22-2021,06/17/2022,01/18/2020,06/12/2020
PT55422481420602120710121,45 637,316D892C-ECC6-EC29-9BE8-1128F610B6DC,10-23-2021,05/27/2022,11/11/2019,12/16/2020
MT53LOSP75196944842636567355652,97 149,8D62185A-B524-1E28-E5DC-8CD36B982484,02-05-2021,11/29/2022,11/10/2019,11/04/2020
FI9552465474732520,19 952,C24B9928-5411-7330-EA28-D920C4E64619,05-16-2021,06/15/2022,11/16/2019,09/13/2020
FO0336528822663362,75 622,40C9D63E-C63A-267D-E483-51DDE418C0B7,06-10-2021,09/18/2022,10/29/2019,07/15/2020
LB42893766282184766541657864,55 033,59817ADA-7B75-A0D2-7C5F-7FCD28AD668D,10-09-2021,08/21/2022,12/21/2019,08/12/2020
MU2628768146307463237850787617,61 501,322B4841-D4BB-ED76-774C-9A7E7494D6BD,10-19-2021,03/16/2022,04/16/2020,10/31/2020
SK5466575188523685024062,64 884,A0AC8270-6825-58EA-2CD5-C96B374DD1A0,03-25-2021,08/13/2022,11/15/2019,11/26/2020
HU29851807770613755054746121,40 133,9B333925-5A58-372A-6BAE-84D8934C2EBC,06-09-2021,06/18/2022,01/09/2020,08/22/2020
GB67OTME10970330433834,94 734,80E41A7F-340B-75D9-ACDD-54E5C69EC7EB,01-21-2022,05/24/2022,04/06/2020,12/21/2020
IE11YLTB81923578116955,7 875,DB371B72-0AE8-2C40-BBD7-738C380C7777,08-01-2021,01/10/2023,10/14/2019,10/16/2020
DK0880872885465758,61 890,38A39EBD-CA91-7877-5E29-74559556DE5D,01-29-2021,10/24/2022,03/11/2020,06/25/2020
PL95156262335434418535769515,5 383,B8AC5398-69A9-DFD0-D37C-0822A082755C,12-12-2021,02/22/2022,12/24/2019,11/16/2020
SM5093683693732878697846883,72 010,763F96E2-3AC1-B8AB-2CD2-53B15590E769,11-18-2021,09/29/2022,02/23/2020,06/02/2020
NL91EECD2240675347,91 893,7D456973-79C0-AE8D-492C-062B97D62F1D,04-13-2021,09/15/2022,12/04/2019,10/05/2020
PK9553328964279441733652,83 142,C9C5CDB5-A5D4-F5B3-E1D4-992A4BC2A7B7,07-30-2021,11/15/2022,12/30/2019,06/22/2020
FO7248612792417653,80 708,5AE84BFE-A511-14E3-33E1-96AC52A74625,05-28-2021,11/01/2022,01/17/2020,12/27/2020
EE556183767146513732,69 791,1FF6E84A-7B63-2E80-5901-2AC275E79ADD,12-01-2021,06/25/2022,12/04/2019,09/10/2020
CZ2676772366810411225426,73 903,45CA239D-7C51-8B33-B648-EAD4BDF78511,02-21-2021,09/25/2022,09/16/2019,10/01/2020
NL68VAEB4105982104,72 305,6E92A8D3-12BC-A8BE-C7B6-3107AD987BCC,07-13-2021,04/12/2022,03/19/2020,07/16/2020
DO65658788692128894777028948,21 910,843A4A25-FA7F-631C-2DDA-CDCDBC72EBFA,03-30-2021,09/08/2022,05/16/2020,08/17/2020
HR8501187638108162712,67 761,13ECF55E-7B22-B5D3-13E1-0EDB8922747D,05-04-2021,06/12/2022,11/24/2019,10/28/2020
AD7154815531173884539225,81 426,5DEA4829-E1B3-E60A-C85F-22337FEE3C69,01-17-2021,09/28/2022,10/27/2019,11/13/2020
IL623130873328511961237,71 398,2CA5931C-15EC-B96F-FBBC-97E9C42B1226,03-03-2021,06/16/2022,11/24/2019,10/01/2020
